"","AAPL","MSFT","GOOG","NFLX","META","BAC","JPM","GS","BCS","C","PFE","MRK","GSK","NVS","BMY","LMT","NOC","RTX","TXT","GD"
"2020-06-15",0.0123671905206797,0.00639180232257908,0.0047198943398532,0.0177721263797812,0.0171493479993932,0.0149313553296466,0.0138179328982297,0.022450188435178,-0.00337837837837829,0.0139712918660286,-0.0115555871460598,-0.0298820921716956,0.00742214287096221,0.00960291664737212,-0.0190493152590107,-0.0224945560333957,-0.0127801501179208,0.0256998611427326,-0.00907765686221618,0.026072379880812
"2020-06-16",0.0265022193417237,0.0245051601089747,0.016107363453886,0.0249823854289071,0.0135483612903224,0.0258448906560638,0.00799998024691351,0.0158983957723657,0.0372881355932202,0.0277463382408456,0.00119905137472753,0.0398541306266218,0.0147347491469854,0.0187881390893312,0.0355717435779217,0.0254232480321026,0.0354569070125772,0.0114839219321137,0.0336879432624111,0.018943164646761
"2020-06-17",-0.00139170647779063,0.00346126969970095,0.00582230770149961,0.0266892528983418,-0.000509208584999921,-0.0310077143801439,-0.0252791990060591,-0.0162221196855218,-0.0375816993464053,-0.0266299535972461,0.00479039837570405,-0.00883463869719792,0.0123427395934173,0.0314660665867665,-0.00192779526940423,-0.00172428356184429,-0.00754443886014766,-0.0135652904747861,-0.01114922813036,0.00679529435235304
"2020-06-18",0.000398236586913514,0.0107084119978271,-0.0104471442747671,0.00468992128009726,0.00174076763784137,0.00160004000000002,-0.00542823666782544,-0.0113972839478413,-0.0118845500848895,0.000754735849056498,-0.0095351197293444,-0.000917456788955717,-0.0210375557715727,0.00189972068163424,-0.0172080769585938,-0.00973533837384544,-0.0138385363351428,-0.000299028391658296,0.0121421798207575,0.0127984397427869
"2020-06-19",-0.00571464456095361,-0.00595972370763009,-0.00295270075570486,0.00855804130702253,0.0120793039579614,0.00838654119862059,-0.0114211034683425,-0.0108417927951686,-0.0292096219931272,-0.00226249995734351,0.00541516262658193,0.0220414103796707,0.00366293031348164,0.0160606060200488,0.00786133628977415,-0.0163587905457812,-0.0162665047713072,-0.0297547561193821,-0.0142816346347692,-0.00905320645106522
"2020-06-22",0.0261637767356742,0.0277735750276273,0.0140670384442074,0.0315613329111317,0.00180077897987951,-0.0249504554455446,-0.0108373174693245,0.0088776122383174,0.0123893805309734,-0.0162508887471992,-0.00927592504817676,-0.0147625125749907,0.00291978116397962,-0.00526888046693486,0.0203864740294275,0.0101020389005253,0.00927523176261458,0.00231163511036581,-0.0121703281466432,-0.0242354531225558
"2020-06-23",0.0213447880440802,0.00668094407555153,0.00864401502502954,-0.00380309154297098,0.0126243791797325,0.00690495504041611,0.0121963824289406,0.00668567993988489,0.00699300699300709,0.0170956585267834,-0.0102687805070291,0.00482079992261597,0.00897620065559912,-0.00176565873651535,0.0142460039220638,-0.0113309370730355,-0.0268094563747588,-0.00768757675757104,-0.00322675271340589,-0.00682706748711837
"2020-06-24",-0.0176520448530815,-0.0201575351362975,-0.0221521850636988,-0.0180371548484289,-0.0339332927275988,-0.039532148465827,-0.0333911569488411,-0.0330110119787627,-0.0451388888888888,-0.0404154855445612,-0.0176991588777772,-0.0162085190661538,-0.0221207501803319,-0.0183506082063962,-0.0106201265738244,-0.0319612714997707,-0.0169000387450334,-0.0436938326046818,-0.0456150676868745,-0.0412438821603929
"2020-06-25",0.0132755653310621,0.0126364741738065,0.00653637967821763,0.0176040141845057,0.00709336369381486,0.0382192372204635,0.0348615556787848,0.0458539633197868,0.0272727272727273,0.0368037583781979,0.00403856533405356,0.00922640620313264,0.0110646919628568,0.00900895239834609,0.00727150302186641,0.0083375019221763,-0.000529972501341902,-0.0106934541365287,0.0175763182238668,0.00348248556126629
"2020-06-26",-0.0307257760193594,-0.0200159432967145,-0.0564963625678051,-0.0483140731187219,-0.0831635759595427,-0.063511288976994,-0.054818324365234,-0.0864799781802035,-0.0477876106194691,-0.0588458238420653,-0.00866341028935524,-0.0180227521786991,-0.0138618680413879,-0.0279017863370934,-0.0110003265727054,-0.0167024885151936,0.000364490472245294,-0.0320996227956171,-0.0345454242424242,-0.00619218805562516
"2020-06-29",0.0230466756435068,0.0107472112183853,0.0257885715513537,0.00866034292278317,0.0211032809968226,0.0103671274298056,0.00442816737998353,0.0226227546633253,0.0427509293680297,0.014320269692607,0.0187266594011719,0.0123686855266241,0.00493220727329735,0.00264068892401115,0.00451856092251379,0.0301042429054759,0.0237196195448033,0.047715737655355,0.0473947882173638,0.0225264836180799
"2020-06-30",0.00834758140306269,0.0255492488858169,0.0133622807671399,0.0174403433825316,0.0291425309515163,0.0153912362287831,0.0113978279569891,0.0214503229366292,0.00891265597147939,0.0161065218511331,0.00183820306181182,0.0158959371842156,0.000981619631901687,0.000114439479802275,0.0173010383616097,-0.00702037278911571,-0.00511289578746321,-0.0048449452469298,-0.0137848071257061,0.000803609235398461
"2020-07-01",-0.00189145839555238,0.00584738847838895,0.0172820518973154,0.0672468472986516,0.0461531495879155,-0.0206315789473683,-0.0085051670955808,-0.000252950112664352,-0.00706713780918733,-0.014677104292646,0.0318043371165164,0.0102159329876321,0.00171610684687162,0.00583927207873924,0.0107143029033046,-0.0123314694719141,0.0022769093008268,-0.000162252518050243,-0.0300820419325432,-0.0155226006379084
"2020-07-02",0,0.00762089898809326,0.018539136602598,-0.0180174609376041,-0.0173858343415808,0.00128981083404978,-0.00643360483736644,-0.000860520291422584,0.0320284697508897,0.0039722146562946,0.0228215353492807,0.00844850053295465,0.00881057247159656,-0.00318722830249818,-0.00487970721857645,0.00438373825817506,0.00593881323722267,0.00292160358835258,0.0166040413533834,0.00108742694771946
"2020-07-06",0.0267502250089358,0.0215262392496423,0.0211647843085303,0.035479843292588,0.02938908859043,0.0158866030104508,0.0252535711092781,0.0504559640462807,0.00517241379310351,0.0280910391313758,0,0.0101548649530629,-0.00509468692152626,0.0101632865136463,0.0177544811930077,0.00162982320441984,0.00783944572752371,0.0247612716497609,0.0237288128280799,0.00794295978391801
"2020-07-07",-0.00310285936920462,-0.0116278929040516,-0.00703350901739597,-0.00131628359618585,0.00241385884140954,-0.0274725274725274,-0.0282105263157896,-0.0385802467275258,-0.0308747855917667,-0.0317491046421186,-0.0139089515048836,-0.0108067266694754,-0.0153620343995141,-0.00746095418789228,0.00166143880480862,-0.0257039827430869,-0.0253841009996946,-0.036481396083386,-0.0520770905455423,-0.0221594125267097
"2020-07-08",0.023290112175909,0.0219928067226891,0.00728531192372728,0.0195068434625123,0.0112928713306781,0.00391134289439377,0.010615283795494,0.0144963833542517,0.0212389380530973,0.0111287957074722,-0.00822807529951342,-0.0101626048189737,0.00866763227668055,0.00364464680029664,-0.012108143769976,-0.00860525403985002,-0.011068397506919,0,0.00698631311527476,-0.00881663494776452
"2020-07-09",0.00430031732228886,0.00700091615842768,0.0100200129671117,0.00990495049505746,0.00377698494312351,-0.0142857142857143,-0.0216506316725413,-0.0267985067985167,-0.0294627383015598,-0.0281053453595648,-0.00859261368068842,-0.0157853659358,-0.00883871838939354,-0.00885164518208192,-0.0243451977107926,-0.0293236435412155,-0.0503154888678414,-0.0475331436660595,-0.0498265547091313,-0.0408616417315486
"2020-07-10",0.00174925977391172,-0.00303288997186346,0.0203508692976129,0.0806876658128315,0.00233131697341515,0.0548967940272289,0.0546669374963511,0.0443529741975006,0.0732142857142857,0.0647118490452609,0.0110579907578754,0.000521594873658104,-0.0113945754618424,-0.00377826900747735,-0.0117019615952166,0.0273267715200052,0.0211575021720929,0.026329340452085,0.0308662472906156,0.0286190181533394
"2020-07-13",-0.00461318816958278,-0.0308887118536875,-0.0197179425770347,-0.042334082056169,-0.0247684613645929,0.00707747710241469,0.0143347360860517,0.0161510363509538,-0.0166389351081531,-0.00854702721568745,0.0407921356584888,0.00808022579652756,0.0040090202956653,-0.0106884263719476,0.0055720006965001,0.010909085182534,0.00119865068493152,-0.0048625252324368,0.0312298786616185,0.00598722261050066
"2020-07-14",0.0165484222298611,0.00618147948389258,0.00611375327704211,-0.00117981921979071,0.00305437656903762,-0.0020670524155828,0.00573473618566833,0.0245595072635123,0.011844331641286,-0.0392720107419154,0.000568100331224342,0.0116354421600122,0.0157225106064387,0.016147757524448,0.00242422510822515,0.00736420442624031,0.0109457223681397,0.0188711548061047,0.018108086734564,0.00378094085935743
"2020-07-15",0.00687731478111497,-0.00148794332168145,-0.00456404798910992,-0.00308641019769851,0.00229426024768298,0.0190555517421522,0.015477079884707,0.0135040375100237,0.0167224080267558,0.033698862065848,0.0139085211213901,0.0152076919690562,0.0307125299579232,0.00457301926862907,0.0238383317298037,0.0250238820781208,0.0176282260583276,0.0408466670936551,0.0321986803986911,0.0169502788996214
"2020-07-16",-0.0123049273431554,-0.0198038605009951,0.00288051323802896,0.00789283515092243,0.00270515233354907,-0.0272357723577237,0.00280757035573331,-0.0102812174351651,-0.0296052631578947,-0.00733026620370369,-0.00335937429459143,-0.000503551847879091,-0.0109654109424218,-0.0054626605623308,0.000843597098025839,0.00362082238106654,0.00960893703920274,-0.00905624418583162,-0.004456387403446,0.018656986971664
"2020-07-17",-0.00202025436577224,-0.0051000049539035,-0.00161404475325311,-0.0652269175024104,0.00456566650877721,-0.029669912244045,-0.0184981298170557,-0.0151860717863332,-0.0203389830508475,-0.0240963471452846,0.0182583284573501,0.00591936532275472,0.00795367520107626,0.00892549501001838,0.0180377444369522,0.00716080399091501,0.0105055230134468,-0.0027256373693384,-0.00208889896084152,0.00269348201109287
"2020-07-20",0.0210739303010452,0.0429810764249536,0.0331035879042505,0.0191079214407579,0.0140065240425009,0.0155039197030111,-0.00876121602440028,0.00141905772822359,0.00865051903114189,-0.00159303063335259,0.00689662030307048,-0.0057593027224252,-0.0057388330942133,-0.00181463086797395,-0.0153999009008098,-0.00805970420624158,-0.0174358169395883,-0.0127009805031997,-0.0134568484885422,-0.023235557766824
"2020-07-21",-0.0138016727509682,-0.0134688370471975,-0.00466245543280575,-0.0245018966620737,-0.0149539484553333,0.0356234096692114,0.0216855183447424,0.0014642529391633,0.00857632933104635,0.0317112291924855,0.00520543152462505,-0.00654831714709414,-0.000240548328977908,-0.0226111232221082,0.0057181299313509,0.02623586580099,0.0222229998415537,0.026705731965478,0.0309183370161665,0.0162255142569718
"2020-07-22",0.00280926804123705,0.0143712574850299,0.0064616985526802,-0.000571309929753516,-0.00777664943123069,-0.00450454545454548,-0.00724275194677582,-0.028393566108979,0.00850340136054428,-0.00135317997293638,0.0509675226081425,-0.00139438863421237,-0.00962237190281456,0.00558013272192981,0.000836103692911427,0.0505438053228808,0.0253415034534443,0.00919908024106397,0.00999706027621627,0.0251674517984906
"2020-07-23",-0.045516441394191,-0.043494720188902,-0.0336693635279791,-0.0249888118596184,-0.0303080383188401,0.00946120976804643,0.0029385043481911,-0.014466,-0.0134907251264755,0.00813012001548596,-0.00389004198998477,-0.0091393239159927,-0.0211318688915166,-0.0186127283236994,0.000334185474826665,-0.0163925908777499,-0.00930380379746831,-0.00801511852875814,0.00756922897055179,-0.00343169011701772
"2020-07-24",-0.00247727930984665,-0.00612219829591876,-0.00251371011745394,0.00600951689376372,-0.00812553289444029,-0.00774250172198443,-0.00707217598285981,-0.00763473041799367,-0.0153846153846153,-0.00787258034283489,-0.0195261401208705,-0.012298238186633,-0.000248089336180923,-0.00789254338429202,-0.0337397867669916,-0.00363759356634841,-0.00118186929778241,-0.0166349654092992,-0.007512366151044,-0.00569499389758943
"2020-07-27",0.023700265047784,0.0126676749229855,0.0121241115208084,0.0316369687175697,0.0120930731886286,-0.00862427104722796,-0.0140414836593558,0.00769346797193893,-0.0121527777777777,-0.0073543064584598,-0.00318634902587156,0.023735432715186,0.0146438318529702,0.00581807164784998,0.00345723434597178,-0.0106677587219643,-0.014934961048099,-0.0157886257451264,-0.00494899592133891,-0.0144522017097116
"2020-07-28",-0.0164275501830512,-0.00897719865654556,-0.0195138408178319,-0.0144052942326879,-0.0144753961456103,0.00911358778432425,0.00433434459578219,-0.00689591652259058,0.0123022847100174,-0.000389959048743171,0.0394246249491006,0.00962876025255466,0.0102739234277416,-0.00826345187419963,0.0237726274551702,0.011960553921438,0.0157457508382679,-0.00147323620887219,0.000585166764189626,0.00398709971582911
"2020-07-29",0.0191683757718371,0.0100979801980403,0.0144500583721039,-0.00824957302307894,0.013775413127399,0.0373562792546682,0.0242498972461982,0.00476146723443782,-0.0434027777777778,0.0243807294714258,0.00615066516257823,-0.0042665001509663,-0.0171912594961563,0.00476136162929741,-0.00471139155308764,0.00165515955459394,0.0076390035420304,-0.026229475409836,0.00204675432611845,0.00585579160671368
"2020-07-30",0.0121001787447372,-0.000784102722572899,0.00619576631570573,0.00272452313827243,0.00518670768702867,-0.0170162247724575,-0.0266854233547352,-0.0150557950927457,-0.041742286751361,-0.0314166222391471,-0.0132450160445056,-0.00453688228161864,-0.00837644740083776,-0.00213246050788019,-0.00473377836910305,-0.0144074029767333,0.0340988379718696,-0.0326599820653204,0.0253866063612489,-0.00388116295662244
"2020-07-31",0.104688634895755,0.00544385008662629,-0.0316627893391808,0.00634009278732228,0.0817483923240938,0.00161026570048306,-0.00391669770923619,-0.00786845089895483,-0.00757575757575757,-0.0169058584019236,-0.00671148225235718,0.0158247996650327,0.00173913043478269,-0.0248130585962343,-0.00356716500029164,-0.00720423345068577,-0.00306739047675253,-0.0135746434663182,-0.00569151979770977,-0.0142415422931511
"2020-08-03",0.0251976091624768,0.056241150583902,-0.00573850923537345,0.0199230688520387,-0.00674100608460604,0.00442126223558126,-0.00558775874987338,0.00722364088419125,0.0267175572519083,0.00759850060381928,-0.00337827834623983,0.0286640006578474,0.024057564484127,0.0183832848597916,0.00750081827480398,-0.00493441432056785,-0.00436913927666427,0.0146435779816514,0.027475759229415,0.00667845145568857
"2020-08-04",0.00667815031554797,-0.0150087748455778,-0.00642961069255055,0.0221010390888958,-0.00845374242270114,0.000800320128051313,-0.00572315308476901,0.0112844175298883,0.0148698884758365,-0.0049613019440623,0.0010429515010788,-0.0105403606704478,-0.00121092271225665,0.00597728616910254,0.00626062626939516,0.00236007421331075,0.00438831242483784,0,0.000278495806211865,-0.00324936363898343
"2020-08-05",0.00362466599530697,-0.00164091617744122,0.00589771828355756,-0.0147751938198966,-0.00284196051041152,0.015193882447021,0.0173730606790248,0.0142829052483779,0.0219780219780219,0.0179497809722731,0.00156293460513246,-0.000367332530127662,-0.000727521788189911,-0.00867503247355828,0.00369931051455663,0.0145771320557986,0.0144610346001341,0.0438184852658141,0.0164299637983849,0.0132436629569526
"2020-08-06",0.0348892311186826,0.0160139192635116,0.0179762769240859,0.0138814248037709,0.0648683539031059,0.00315084691417278,0.000308599941452492,-0.00132018381928056,-0.00716845878136196,-0.0029389106007266,-0.00468137730853391,-0.00722688676069971,-0.00582378077708756,-0.000119803407331753,0.0274753397131067,-0.00980445893089965,-0.0102210885080519,-0.00266533404406677,0.0145205205479451,-0.000335163210199552
"2020-08-07",-0.0244945729723078,-0.0178877277220876,-0.00373967083819771,-0.0281880576067509,0.0119119534526235,0.0251276806096459,0.0220073945291526,0.019681782129743,0,0.024169778427388,0.00470339567833555,-0.000370142490764946,-0.00439345852102879,-0.00599448478626141,-0.00505465497946667,0.0154842922916811,0.00897834478125081,0.0227159014985117,0.0148529034526845,0.0256805821756778
"2020-08-10",0.0145347999225613,-0.0199077375735643,0.00107725039000939,-0.0229418182597376,-0.0202652434788761,0.0172346986888281,0.0126786278731725,0.00532962490364186,0.0072202166064983,0.0141980432501543,-0.00156049565247607,-0.00135762699679121,0.00367732278310084,-0.00627192105792196,0.0131104555883317,0.00943938345313233,0.0196192250001865,0.0489956393924547,0.0340606421468523,0.0234686342193331
"2020-08-11",-0.0297398680025738,-0.0233853301320528,-0.0105474366686721,-0.0340312214610531,-0.0261216539923955,0.0135542550283982,0.0315977844952084,0.00802365536288918,0.0304659498207884,0.0170260496211494,-0.0156290715006547,0,0.00854914529919748,0.000485507955886755,0.0211905693950178,0.00693618900127957,0.0182289184746132,0.00046705587107021,-0.00463203796623668,0.0146270313570136
"2020-08-12",0.033234304,0.0285671986289899,0.0177664561414621,0.0182896968025783,0.0146800840456003,-0.00705794947994065,-0.00847618955885177,0.00506968165516608,-0.00173913043478258,-0.00762648837896174,0.0142894680128005,0.0218760893594379,0.0210704523838592,0.0303287637995875,0.00807853622558952,0.00122464284881563,-0.00716692103846273,0.000466837831720079,-0.0126680713547053,-0.0153604149061223
"2020-08-13",0.0176975485762756,-0.00234239206135667,0.00785201301121696,0.0123246177207297,0.00542526806964849,-0.0142162364384586,-0.00553719631752103,-0.0176307260257691,-0.0209059233449478,-0.00862228710861423,-0.00417425818937156,0.0104015397944612,-0.0230076138519923,0.00518077240080062,-0.00628530808116456,-0.00815414326697517,-0.00229817034115787,-0.0153990042712864,-0.0209478926668732,-0.00933448604732467
"2020-08-14",-0.000891235529236867,0.000958299007546293,-0.00705988334077656,0.0028047411058143,-0.000229613481650848,0.0045540417457306,0.000390749231491183,-0.00201544220939309,0.0053380782918151,0.000756305554099113,-0.00288178024113028,-0.000718194907861291,-0.0155377522587461,-0.00843388748621687,-0.00126505372343289,0.00560071692530872,0.0101588891701447,0.00537124811013046,0.0294197119395481,0.00974514378338442
"2020-08-17",-0.00261082172520655,0.00660605571869954,0.00679836602568207,-0.000683655848151221,-0.000306178238637878,-0.0215337748973848,-0.0263646606243664,-0.0235610615782994,-0.00707964601769917,-0.0285282826374457,0.00761956682539799,0.0153330136188405,0.0143033788977405,0.0170111513996183,0.00728307473084233,-0.00628486515327964,-0.00672393151332473,-0.0136706318930018,-0.0168875543316416,-0.0175125008143454
"2020-08-18",0.00833280559008442,0.00575426101271748,0.0267592187839309,0.0197366826610965,0.0045182722542767,-0.0142856756756756,-0.0139404173497184,-0.00866700615221827,0.00713012477718356,-0.0210034625049965,0.000260737875269701,-0.0023596321371554,-0.000972550426147523,-0.00534323407332948,-0.00927381341203737,0.00334229491485161,-0.00635744035915242,-0.0106739206627371,-0.0158561839323469,-0.00448869369965721
"2020-08-19",0.00125470632774483,-0.00846379477838677,-0.00710248941357638,-0.0149226341810097,0.000952961819820963,-0.00117512725518498,0.00233933075671278,0.00849439181853251,0.00353982300884947,-0.0009932260627733,-0.00260694637635028,0.00555825466795334,-0.00851783889024105,-0.00186845738182151,0.000951943534062361,-0.000538159162144281,0.000918240505007661,-0.00740739154291115,0.0126207565724623,-0.00352868067391154
"2020-08-20",0.0221896166330517,0.0232713641860471,0.0221126431624856,0.0275937403826259,0.0244488141124768,-0.0156862745098039,-0.0119736170885759,-0.00576296905205453,-0.00881834215167543,-0.0141180947679838,0.0120230660166833,0,-0.00368193403623285,0.0195389959103898,-0.0137898082104929,-0.005563345896065,-0.00366958949223661,-0.0105450520854162,-0.00769029455556347,-0.0101646202975729
"2020-08-21",0.0515324531552321,-0.00727000645661291,-0.000840815531131578,-0.0112271461485496,-0.00743466757984212,-0.00478087649402392,-0.000513535980891433,0.00287335636740083,-0.00177935943060492,-0.00564749876371529,0.00413221340755476,-0.000588077982833113,-0.00936193643754624,-0.0084920473776916,-0.000482192213401067,0.0043570227343892,0.00353453516515012,-0.0118052463746434,0.00481026214913216,-0.00748644484581351
"2020-08-24",0.0119602393191227,0.00314523513012421,0.00492274180672259,-0.00710934170384248,0.0164038981160293,0.0284227782225781,0.0281545211672831,0.024255313786431,0.0231729055258467,0.0356998384523295,-0.00102884278554638,0.00517775895811878,0.000746157690777238,-0.000231539346492116,0.00353756236593594,0.0140411271445751,0.0194164100255909,0.0267131408661025,0.0449468906886643,0.0232962088418158
"2020-08-25",-0.00820373053975709,0.0130094949411812,0.0126054520788086,0.00362101636063517,0.0347470116024717,0.0120669127260837,0.00439738165895243,-0.00646279553318796,-0.00696864111498263,0.0115550526526624,-0.0110710979461816,0.00304370251832964,-0.00248516389238729,0.000810372799619152,0.00480690594456035,-0.000506310741806404,-0.00412291082516159,-0.0150290883156255,-0.0160346394493601,-0.0119373905035084
"2020-08-26",0.013599055003382,0.0216195915294517,0.0274589287239708,0.116087169287646,0.0822234756229461,-0.0169231153846153,-0.0140298905472637,0.00592233495145633,0.0140350877192983,-0.0154889442211444,-0.00937245066649928,-0.00163392844845778,0.00174389640617578,0.0067091037608713,-0.00685696072168662,0.0015196180885384,-0.00463555685131189,-0.00295325671938873,0.00439736161407156,-0.00660196734269514
"2020-08-27",-0.011954371846544,0.0245535073358403,-0.0109236854383248,-0.038828936996988,-0.0351748967105406,0.0191705797797566,0.0328994059097549,0.0141395279695997,0,0.0171092042127514,-0.00499349442422958,0.00327330309243679,-0.0114399157284237,-0.000344697234800684,0.00369298336051682,-0.00106214090096024,0.0222020031961336,0.00213924633865381,0.0126190567798581,0.0130923173184534
"2020-08-28",-0.00161986238509138,0.0102833523675225,0.00616764063766362,-0.00452240277719052,0.00150058999556446,0.00959692935112977,0.00410355650422201,-0.0116106926940954,0.0294117647058822,0.0108274939901876,0.00132070155421582,-0.00198091782745813,-0.00377363522012575,-0.00459772413793103,-0.00223962573155101,0.00144298267397303,-0.0121493169474574,0.0220032833496457,0.0165310528992879,-0.00111517972821851
"2020-08-31",0.0339121438876957,-0.0147656499975422,-0.00622103999201062,0.0108228499067691,-0.00156641011283243,-0.0212927384521955,-0.0251045545909668,-0.0136729666568256,-0.0218487394957984,-0.0221882177159184,-0.00316544743994629,-0.00443665581318764,0,-0.00623556596386998,-0.0027256373693384,-0.0134735105889785,-0.00620744017403918,-0.0199229106708576,-0.0135101572802063,-0.0191764492237092
"2020-09-01",0.0398326122041868,0.00771518204990551,0.0162344417383642,0.0509668217046864,0.00763980187013091,-0.00116554001553992,-0.000499081734722462,0.00287993368672645,-0.0378006872852235,0.00156498438116159,-0.0240804003158487,-0.00985099128364364,-0.0161615917253328,0.00941209643067853,-0.0197749192962231,-0.00884029086146954,-0.0065088003783661,-0.00524590163934424,-0.000760791275678407,0.00562434527120126
"2020-09-02",-0.0207184315473917,0.0192721869270527,0.0406874288707841,-0.00666599780790944,0.0238965541301344,0.0120576045141036,0.0150789196632606,0.0222913746907447,-0.0124999999999998,0.0146484372138977,0.00867675189557815,0.0296102498987718,0.0241273876829411,0.0229077694402751,0.010332901257456,0.0291099223345306,0.023444326584342,0.0217534607778511,0.0307106329588511,0.0248351817719532
"2020-09-03",-0.0800608636253057,-0.0619468654076459,-0.0500150201354523,-0.0490015658725087,-0.0376198512396694,-0.0138355111452728,-0.00314805699659515,-0.0118072513933096,-0.00180831826401462,-0.00866219425096837,-0.0215053970609322,-0.0165650551895042,-0.0223058635435657,-0.019806470630132,-0.0251623222455299,-0.0295927796439082,-0.0175966651278849,-0.0183870806451614,-0.0393992356710356,-0.0128637995434485
"2020-09-04",0.000661829930389546,-0.0140359086879535,-0.0309409066313073,-0.0184498563956254,-0.0288196762300714,0.0342946609508963,0.0216125032742032,0.0162844672989444,0.0289855072463769,0.0198058252427185,-0.00109885295549861,-0.00292431114286129,-0.0138425282667279,-0.00482202077662497,-0.00166524565637383,-0.00328773711566532,-0.00935047160431535,0.00509360819760762,-0.00179438614685401,-0.00157960377017763
"2020-09-08",-0.0672949658341184,-0.0540956639439907,-0.0368627177981014,-0.0174983028969666,-0.0409224579982773,-0.0399397498138753,-0.0347758800649888,-0.0401062193978741,-0.056338028169014,-0.0281797220106628,-0.011826192966527,-0.0224072953981587,0.0129971402912104,0.0074988694047069,-0.0236864383038126,-0.012440855375953,-0.0131846769111426,-0.0313879035928691,-0.0172059326452473,-0.031245814724703
