Avg. $R^2$,Sample Size,Selected,Size of Selected Subset,# Correct Variables Selected,Sum of Sq. Cannonical Correlations
0.9002427048037346,100.0,[16 15 18 12  1  9 13 19 17 10  0  3  5  8  6 14 11  4  2  7 39],21,20,19.999999999999993
0.9002427048037346,100.0,[15 12  7  4 11 14 17 13 19  5  8  6  2 16 20 26  9 10 18  3],20,18,19.665202417865054
0.9002427048037346,100.0,[18  2 14  5  9 19  4 15  1 16 17  7 10  0 12  6  3  8 13 11],20,20,20.0
0.9002427048037346,100.0,[ 9 16  0  8  5  1  2 13  4  6 11 15 19 14  3 17 12 18 10  7 39],21,20,20.0
0.9002427048037346,100.0,[ 3  2 10 15  8 11 17 19 18  5  6  7 13  1  9 16 14  0 12  4 44],21,20,20.0
0.9002427048037346,100.0,[ 6  2  0  9  8 16 10  1  5 19  3 14 17 18 13 12 11 15  7  4 25],21,20,20.0
0.9002427048037346,100.0,[ 2 20 13  3  5 42  7 15 12  6  9 26 18  8 10 17 19 14 11 16  4 23],22,18,19.698871273272427
0.9002427048037346,100.0,[16  2 18 15 11 14  1  6  9 13  8 10  0 17  5 12  4  7 19  3],20,20,20.0
0.9002427048037346,100.0,[ 4  8  2 19 17  6 16 13  5 15 18  1  3  7 14 11  0 12 10  9 23],21,20,20.0
0.9002427048037346,100.0,[18  9 16 10  2  8  3  1 14  6  5 19  7 11  4 12  0 15 17 13 47],21,20,20.0
0.9002427048037346,100.0,[ 4  5 19  6 16  3  1 13 12 17 14 15  9  8 10  0  7 18  2 11 31],21,20,20.0
0.9002427048037346,100.0,[20 13 14  7  0 26 12  6  9 19  8 17 10 16 11 15  4 18  5  1],20,18,19.665202417865057
